comment,date,author,like_count,reply_count
"Phoolan Devi is a conflicting , and multi- layered personality : she was beaten , sexually assaulted , wed to a much older man , defiled and made a second - class citizen in her own state and wronged by people belonging to the law enforcement agency(cops ) , and therefore it is understandable she went down the path of bloodshed and crime. .

But , we also have to recognise that mulayam singh yadav ( the supremo of samajwadi party ) had a instrumental role to play in her release and telecast of her surrender : he made the capture of a nefarious criminal into a national circus , and pardoned her despite the severity of her crime ( roberry , arson and kidnapping ) , and she became a symbol of lower class resistence and mythical heroine for lower castes , in an era of upper - caste ( savarna domination ) , but largely media had a bigger role to play in heroicizing and garlanding her as a independent and honorific lady.",2023-01-14T06:07:39Z,vidyasagar_themaniacalgamer,2,0
"I just love your voice, the way you explain, the way really get serious when you explain the thing , damn your voice is so soothing for my ears ",2023-01-14T06:00:52Z,Mahera mirza,3,0
"Dude ive watched all your fucking videos in just 5 days ,bro its my exam week , still im watching thisss , lord help me , im addicted",2023-01-14T05:54:24Z,INSANE RISH,3,1
Finally video aga ya 😇😇😇...,2023-01-14T05:48:15Z,Sunita Biswas,0,0
Bro i use to watch your videos coz they seems true logical research to me but you borke my heart ... Every one is a hero in his her followers eyes.. do you know that those 20-22 rajputs of the same family including few teens really know anything...,2023-01-14T05:41:22Z,Bi Bek,1,0
Sher Singh Rana is the one who bring back the Maharaja Prithwi Raj Chauhan's ashes from Afghanistan. But nobody is gonna talk about it.🙃,2023-01-14T05:27:19Z,adilade mist,1,2
"U actually got my heart around 20:58-59 , phoolan devi is an idol who deserves a part jn our history lessons",2023-01-14T04:55:36Z,CHANDANA PATHRI,2,0
Bhai these simp girls in the comments are soo cringe lmaooo😭😂,2023-01-14T04:53:49Z,Veer Pratap,0,1
Tabhi to mar gya sala..... Kyuki paap hi itne kiye the usne.... M🙂🙂,2023-01-14T04:49:49Z,babaji ka dhamaka,0,0
SR PAY matlab kya?,2023-01-14T04:45:15Z,ALPHA,0,0
"How could this man marry his daughter to some old freak, I will never understand such a sick mentality",2023-01-14T04:43:27Z,SkyChopper,0,0
Plz make a video on burari case🙏🙏,2023-01-14T04:09:35Z,resha,1,0
"She had started doing everything with a great cause but ended up committing the worst crime a human possibly can, taking the lives of innocent people. She was made to repeatedly go through so much at such a young age. Her resentment towards people was justifiable, but her killings weren't. She helped the poor, and she stood up with and for women...that in itself was a big deal considering how cruel society was but she could've done so much for them if she hadn't killed so many people. I hope the people who glorify her only do so because of the good she has done and not because she killed 20 people in a fit of rage.",2023-01-14T04:02:48Z,EXO IS COMING HOES,0,0
that movie was banned by the censor board :| such a shame on our cinema industry,2023-01-14T03:56:30Z,pravin rawat,1,0
Not of jelousy bro sher singh rana was gem he bought prithviraj Chouhans asthiya(dead remains )from afganistan under the nose of those afganistanis who were direspecting those deadremains of our rajput samrat . Sher singh rana is a hero . ..........please make a video on him,2023-01-14T03:32:06Z,Jaswant Singh,1,0
She is inspiring women 🙂,2023-01-14T03:26:30Z,tannie was sha 💜,5,0
I'm from mp!! And I've never heard this before that Phoolan devi demands to surrender in Madhya Pradesh!!,2023-01-14T03:25:17Z,tannie was sha 💜,0,0
Bhai ted bundy ke uper video bnao plzzzz,2023-01-14T03:21:11Z,Rathod Vlogs,0,0
This is the girl power,2023-01-14T03:10:58Z,massgamer😛😛,0,0
Proud to sher singh rana,2023-01-14T02:54:08Z,GOD FATHER,2,0
Please cover the study of night'Stalker Richard Ramirez,2023-01-14T02:52:04Z,study matters,0,0
You know who is  shersingh rana,2023-01-14T02:49:36Z,Rahul Rathor,0,0
She killed 22 Rajputs,2023-01-14T02:48:24Z,GOD FATHER,1,0
Sher Singh Rana is also a legend if you read about him u will come to know,2023-01-14T02:16:19Z,REELE SHEELE,4,1
🙂🥲,2023-01-14T01:59:29Z,Pariksha Patir,0,0
Despite of the story Dont you think that this presenter is damn Cute😐,2023-01-14T01:40:01Z,Asho,0,0
Everyone abused her so what about those people karma but in return she was killed and I'm sure about those men who were killed by her were the same who raped her,2023-01-14T01:36:41Z,Watch Shortz,0,0
"Sher Singh Rana is real Hero , He killed feminist Bandit Foolan Devi and after some year he brought remains of Samrat Prithviraj Chauhan from Afghanistan 🔥",2023-01-14T01:23:34Z,Arjunnnnn,1,0
Inn cases se pata chalta hai ke ham kitne wehshi loogon mein rehte hain 😡 kaise loog hain iss dunya mein 😡 Allah hamaun inn wehshi loogon se bachaye Amin,2023-01-14T00:44:53Z,Mano Cute,0,0
Kya time aa gya hai Shahrukh khan ke bete ko bhi youtube pe aana pr raha hai 😆 just joking,2023-01-14T00:25:55Z,Satyam Singh,3,0
Do a video on Sher singh rana too. Its an interesting story.,2023-01-13T23:45:37Z,hemant raja,0,0
Bro you need to make videos on luis garavito and Pedro lopez btw luv all your vids ❤️,2023-01-13T23:44:52Z,Samridhi Tiku,1,0
She was a true hero. An inspiration to all women 🌷,2023-01-13T23:39:56Z,Deepshikha Verma,49,8
"Video quality high, audio as always soothing, Content great as usual, Editing is neat, Background and colors cool ❤️",2023-01-13T22:52:41Z,Narayana Pai,7,0
Fulan Devi ji is everytime right and i accept this everything is she do is great and i appreciate that but Sher Singh Rana was also a gem for India the Person who the get pruthviraj chuan bones back to India the bones was in Kabul Afghanistan and people stand on grave of prithviraj chauhan and this Shem full so overall the fulan Devi is gem and the shre singh rana was a gem,2023-01-13T22:29:47Z,Gopal Ahir,1,0
❤️,2023-01-13T22:21:50Z,Vandana Yadav,0,0
Plz make video on phillip chism,2023-01-13T21:48:21Z,sahana chandwani,0,0
Aisi story banaya karo bro😂,2023-01-13T21:34:59Z,🅓⃪͓ᴜ⃪⃜͢ɴɪʏ͜͡ᴀ֯,1,0
i like your voice☺️,2023-01-13T21:24:36Z,Khushi Ansari,0,0
"Jo log ye bol rhe h ki 20 innocent ko kyu mara......wo sb log usski chike sunn rhe thei, uske sth tortured hua, bina kpde ke 3 hfte rhi ussi gaon m fir b koii nhi aaya, jb usse un dono ke wrem m btane ko kha tb b dono ko protect kr rhe thei, ye glt nhi toh kya h .....dono ko pata bta dete toh unn logo ko mara b nhi jata unki kudki glti h",2023-01-13T21:10:34Z,vayuuu,0,0
"After seeing that video I realized that u r a member of this community 
After this I loved to see ur videos but now I feel so disgusting about u",2023-01-13T21:09:23Z,Naeem khan,1,0
"I watched ur video a yr old about LGBT its really disappointing me 
It doesn't flatter u. U should not talk on one side u must b neutral.
Everyone knows that nature n any religion never allow such nonsense so if u don't wanna lose ur fan following n subscribers then be careful to express ur thoughts",2023-01-13T21:01:19Z,Naeem khan,1,0
"Bro I can Guarantee u ll be a big name in YouTube industry soon 
Keep doing the good work 🙂",2023-01-13T20:58:25Z,rishabh kumar,6,0
You are simply amazing.. Never have I imagined me watching true crime videos but since the day I found your channel I'm hooked and never miss to watch it..❤,2023-01-13T20:56:03Z,Hansa Kumari,3,0
House of the secrets par banao,2023-01-13T20:48:58Z,Raja Zayad,0,0
Bro I really wanna know that how you are  studying this case 👀 pless make one video on it also,2023-01-13T20:48:46Z,XxxSJT,0,0
"Bro I found ur channel out of no where and now...........
just don't ask, I am 

""ADDICTED AF""",2023-01-13T20:33:07Z,userunknown,2,0
"""Vikram was a way of sunshine in phoolon life so it kind of made me happy "" aww 🥰🥺

....know you know why girls stalk you 😆",2023-01-13T20:32:25Z,ÄRCHANA PATEL,5,0
Bhai thum only muslim ko torget karke videos banaraha e sahi naihai,2023-01-13T20:30:05Z,bhuban bhadyakar  badam official,0,0
Bhai thum only muslim ko torget karke videos banaraha e sahi naihai,2023-01-13T20:29:58Z,bhuban bhadyakar  badam official,0,0
Bhai thum only muslim ko torget karke videos banaraha e sahi naihai,2023-01-13T20:29:51Z,bhuban bhadyakar  badam official,0,0
Bhai thum only muslim ko torget karke videos banaraha e sahi naihai,2023-01-13T20:29:43Z,bhuban bhadyakar  badam official,0,0
Bhai thum only muslim ko torget karke videos banaraha e sahi naihai,2023-01-13T20:29:37Z,bhuban bhadyakar  badam official,0,0
She didn't caught lala ram and Sri Ram at last?,2023-01-13T20:19:45Z,yes. it's me,0,0
Phoolan naam sunkar flower samjhe kya ? Fire hai main!! This dilaoge from pushpa suits her more,2023-01-13T20:09:46Z,oyeeevaishnavi,2,0
We love you phoolan Davi🥹 love from Pakistan 🇵🇰,2023-01-13T20:02:27Z,CreepyCurry,2,0
Just look at me it's 1 am and mera exam hai i have 9 chapters to study and maine ghanta kuch nahi padha ! But I saw ki You uploaded a video so I'm watching your video rn ! Instead of studying !! Wow prelims ko bolo bye SR PAYS ko karo Hi!!,2023-01-13T20:00:28Z,oyeeevaishnavi,1,4
Every villain have a sad past most of them.,2023-01-13T19:47:58Z,(방탄소년단)....사랑해💜アニメ好き,2,0
Can't blame her for anything they made her this way,2023-01-13T19:37:51Z,moon☾︎,2,0
She raged,2023-01-13T19:33:45Z,vanshika kaushal,0,0
That movie is amazing...u can actually feel her life through that movie ..u should watch it,2023-01-13T19:32:33Z,nisha yadav,5,0
"Yes I saw that movie....this movie name is ""Bandit Queen"". This movie literally give me goosebumps... I don't remember this actress name but u can search it on Google... please if u can than watch it",2023-01-13T19:27:11Z,Anu Shri,6,1
Bht aam baat h hmre yha seema parihar paan singh tomar phoolan devi,2023-01-13T19:26:15Z,ठा राहुल सिंह परिहार,0,0
It's so true... And beautifully spoken... I belong to same cast as phoolan devi... She is still worshipped and taken a idol for bravery in our caste ...,2023-01-13T19:26:06Z,bts admirer,78,5
Next video on Ted bundy,2023-01-13T19:23:16Z,GodL Pegasus,0,0
w,2023-01-13T19:17:56Z,Junaid Khan,0,0
"I love her though. I felt her! She is pure no matter her ways were violent, in her shoes choosing violence was okay, after all the assualt she went through.",2023-01-13T19:16:20Z,Monalisha Baishnavi,10,0
According to Sher Singh Rana's autobiography JAIL DIARY.. He was asked by police to surrender with his name just because police was unable to catch the real culprits and the police promised him to not let him be in jail for more than 10years,2023-01-13T19:06:16Z,Shlok Pratap,35,1
❤️☮️,2023-01-13T18:48:22Z,Falak Mushtaq,0,0
♥️💕,2023-01-13T18:46:23Z,AMRAPALI Rajput,0,0
"She was not that good like you saying , she killed innocents coz they belonged to the caste of her culprits, and i Don,t know how you can say Sher Singh Rana became jealous of such kind of girl , coz Sher Singh Rana had morals and he was preparing himself to take revenge of 22 innocent victims of her and he got that opportunity , and if she wanted revenge why didn't she directly killed her culprits?",2023-01-13T18:42:07Z,XTER-ANIMATOR,0,0
"I am from jalaun and she is soo famous in our area... I got to know about her from my father... 
Who is here from jalaun... 👇👇",2023-01-13T18:39:16Z,littleshi,0,0
It's half lie aap nei tho sir inko eak hero kei tarh dikha diya . Jo bhi un k sath hua woah Galt tha lakin the story is not correct.,2023-01-13T18:39:00Z,sahil kumar,0,0
Make a story on shersingh rana also,2023-01-13T18:36:24Z,Kuldeep Singh Solanki,0,0
Jai Shre Singh Rana,2023-01-13T18:36:03Z,sahil kumar,0,0
"Sher singh rana is the Real Man 
Who brings the remains of Prithvi Raj Chauhan
Show some respect 🙏",2023-01-13T18:32:11Z,surya vines,5,1
"This is new generation who loves a women even she did 22 murders and 48 crimes in the age of 27. Even the political parties in India they only need a strong candidate they doesn’t care about her character, past and criminal records this is the only reason for India moving backwards.
Mindset of Indian people is quite compact we have more decades to improve our people and judiciary system.",2023-01-13T18:32:11Z,Arjun Singh,3,0
Or bhai tuu bol raha hai Sher Singh Rana Ko jalan huye ? Janata bhi hai won ko tuu ? Tara parivaar mai sai kisi ko gali mari hote tho kya karata ?,2023-01-13T18:31:14Z,Rajeev Rawat,2,0
"Just thought of sharing this-  
My mom met Phoolan Devi in person when she was a kid💀",2023-01-13T18:27:44Z,Riya Rajpoot,45,6
This guy looking like Pratik sehajpal 😍😍😍😍😍😍,2023-01-13T18:26:50Z,Mohini patil,0,0
She invented the word: Tomboy 😂,2023-01-13T18:18:24Z,dimgus,8,0
Sir for your kind information Sher Singh Rana has been released from the jail and I've personally met him just a week ago,2023-01-13T18:15:20Z,BATMAN,5,0
This so called story totally lean towards Phoolan devi,2023-01-13T18:14:51Z,Arjun Singh,0,0
I don't know about the case but I'm sensitive about you 😁😂🥲,2023-01-13T18:01:15Z,Varsha Sharma,0,0
Bandit Queen was the name of movie,2023-01-13T17:58:41Z,Surya Sharma,1,0
"Bro I forgot to sign out from my account in my iPad and my mom binged watched all your videos lmao and recommended your channel to my dad (he doesn't care) and when I asked her which channel did you recommend to dad she told me ""can't tell you not for kids"" 💀💀💀",2023-01-13T17:57:54Z,Anonymous 1,2,1
I just want to say I've been watching your videos since you were roasting. And i love the way you speak. And the way you tell Story is amazing 😍,2023-01-13T17:52:29Z,Garima Singh,3,0
Anjaan logo ne goli maari sr pay ? Sher singh rana did something you already know probably !,2023-01-13T17:50:28Z,HemanT,1,0
Please make video on burari case,2023-01-13T17:46:15Z,Karan Sharma,0,0
Your way of explaining things is just amazing shrinkal. ,2023-01-13T17:45:22Z,Krishna,0,0
She was not a bad person,2023-01-13T17:41:44Z,ratna dey,1,0
I believe that killing 20 people mercilessly is really a cruel thing to do and the thing that Sher Singh Rana dead was pretty right,2023-01-13T17:40:38Z,Sehaj:),0,0
https://youtube.com/@gomnurida6878,2023-01-13T17:39:52Z,Calligraphy House,0,0
Sher singh rana ne hindu ke last raja prathivi raj cohan ki astiya afganisthan se laye the,2023-01-13T17:39:52Z,Harsh Rathore,5,4
Total QUEEN,2023-01-13T17:39:34Z,Nilexh,0,0
Why does he looks a lil like srk 😢,2023-01-13T17:39:24Z,Nidhi Beheraa,3,0
Loving the growth so proud,2023-01-13T17:38:28Z,Nidhi Beheraa,1,0
Bandit Queen yaar,2023-01-13T17:38:21Z,Mohit Sharma,0,0
"i agree that we cant even imagine that how much she suffered in her life but that doesnt giver her right to kill those 20 innocent people and what about there families do they really deserve these and i don't consider her as a social worker or any great woman she was like सो चूहे खाकर बिल्ली हज को चली"" and sher singh rana did these to took the revenge of his brothers not because of jealousy.",2023-01-13T17:35:48Z,diya,1,0
"Yes I watched that mv, Sima Biswas was the lead actress who played Phoolan Devi's character.. & believe me it's an amazing mv...",2023-01-13T17:33:37Z,Rimple Singh,11,0
Your storytelling is impressive,2023-01-13T17:33:36Z,Joid Gaming,2,0
"Love your videos.
Keep it up.",2023-01-13T17:30:39Z,BTS Trends,0,0
"I'm from jalaun uttarpradesh.. i didn't hear anything about this story but seriously I loved this story.. nd  I'm surely gonna read that book.. thanks for this video! 
You're amazing SR PAY!! ❤️✨",2023-01-13T17:28:21Z,Simran Srivastava,11,0
BTW Phoolan Devi  is so beautiful ❤️,2023-01-13T17:27:40Z,Lucky flims,1,0
Osey Ramullamma Telugu movie starring Vijayshanti was inspired by Pulan devi,2023-01-13T17:25:27Z,K Reddy,1,0
Ap tu sem sharuk Khan ke bete Aryan ke jase hi dekhre ho,2023-01-13T17:20:09Z,Farheen Begum,0,2
whatever it was but killing 22 clueless people one by one is worst thing than anything...murder is highest crime more than rape,2023-01-13T17:18:53Z,Bangtan girl,1,2
"SR pay means Shah Rukh Khan pays him bcauz he is his 13th nazayaz aulad of him

Nice video though🙂",2023-01-13T17:18:02Z,Daddy kakashi,0,0
Okayy fine tbh my mother met phulan devi  long time back in her cave .. according to her She was really good lady by heart .. fearless little weak and spoke in that we say na khadi boli yes in that tone .,2023-01-13T17:14:17Z,Bhumi,2,0
For me personally she's just unbelievably outstanding women it just breaks my heart knowing what she had to go through! I do respect her cuz she was bold and great women..it must have been really hard for her!💔,2023-01-13T17:14:10Z,Krisha♡,358,43
Yeah I'm from up gorakhpur and my grandparents tell the story of Phoolan Devi and I watched her movie too .,2023-01-13T17:13:28Z,Nebula,0,0
FOOLAN DEVI ZINDABAD 🇮🇳💪,2023-01-13T17:12:48Z,SK ....,2,0
This case study is very heart wrenching but unfortunately that's our society's dark side for women they treat women like animal . But you explained it properly must say good one 👍,2023-01-13T17:07:51Z,Alina Fatima 🌼💫,6,0
"Anyone can say any thing about her.... but she was real QUEEN 👑👸👑 in ""Kingdom of Stereotypes""",2023-01-13T17:07:33Z,kajal tripathi,46,3
I was preparing for my exams for tomorrow but when I saw this 😅😅,2023-01-13T17:04:31Z,Wanted Dracula,1,0
"I am from that area and i want to tell you that Sher singh rana kill Phoolan Devi becoz she kill more then 20 thakur of that area even they didn't do anything wrong and when she was released from the jail Sher singh see an opportunity to take revenge of his relative so he kill him.
When Sher singh rana was in Tihar jail he break the prison and go Afghanistan for Prithviraj singh Chauhan grave he he dig the grave and take the dead remains (asthiya) of prithviraj singh chauhan and make a temple for him.",2023-01-13T17:02:06Z,Ashu Singh sikarwar,0,0
👍👍👍,2023-01-13T17:01:06Z,Neha Soni,0,0
Make video on burari deaths...,2023-01-13T16:58:34Z,Kunal Raybole,2,0
Aaj  to popcorn bhi hai saath mai;)))),2023-01-13T16:55:25Z,Rishita Kr,1,0
Phulan devi the god ❤️,2023-01-13T16:54:15Z,X7 _,1,0
"Asli Jin logo ne unke saath aisa kiya tha unko to maar na Saki phullan Devi
Baki gao ke aur Rajputo ko maaar diya tha
Respect to hai is lady ke liye bhot
Pr begunaho ko maarna bhi to glt baat hai unka bs ye kasoor tha ki wo bhi Rajput cast ke the",2023-01-13T16:52:39Z,Divyansh Rana,6,1
"Sher Singh Rana Jo is sale ko marne ke bad surrender Karke Kuchh time bad jail se nikal kar Afghanistan se Shri Prithviraj ji ki asthiyan nikalta hai jin pai log juta nikalate tha thukte tha Apane jan mai khatra ho kar bhe  vo won ki asthiyan Wapas se India lakar ata hai Unka Mandir banata hai ya hai GOAT legend Hero jin ko sara Rajput Admire karata hai 
Jai Sher Singh Rana ji ❤️🙏",2023-01-13T16:52:28Z,Rajeev Rawat,2,0
♥♥,2023-01-13T16:51:16Z,UI Genius,0,0
Best true crime channel,2023-01-13T16:51:11Z,UI Genius,0,0
Bro you can mak make server in discord,2023-01-13T16:50:31Z,Karan Tavare,1,0
She is like real life rocky bhai,2023-01-13T16:48:43Z,autumn,2,0
"UP and Hariyana are the most corrupted state only because of these corrupted Thakur , Singh communities.",2023-01-13T16:47:32Z,M D,1,1
"she was not murdered   because of  revenge , it was casteism  of those dirty Thakurs. They were dirty , their generations will be dirty . I consider this Thakur are illiterates , dirty and real Achut.",2023-01-13T16:45:57Z,M D,1,0
O my God ......I waited for my husband to come and ear me another crime story so that I would feel normal! .....ya ya I know my toxic traits keep on pestering me 😭❤️,2023-01-13T16:38:01Z,MÏSKÙ🩺,7,0
❤️,2023-01-13T16:37:21Z,Zayan Shaikh,0,0
"And then sher Singh Rana escape from jail and take Prithviraj Chauhan Ji's last remains (अस्थियां ) back to India from Afghanistan .
Everyone is bad in someone's story",2023-01-13T16:34:06Z,Ayush Pandey,4,1
Your name is SR PAY 😨😨😨😨😨😱😱😱😱,2023-01-13T16:33:20Z,Dipbendu Raj,0,0
हम आपके चैनल के बहोत बड़े प्रशसक है भाई... पर आपका ये विडियो सिर्फ और सिर्फ फुलन के पक्ष में लगा...चलिए थोड़ी सी जानकारी देते हैं आपको बहेमई कांड के वक्त मारे गए 22 लोगो में ठाकुर सिर्फ 16 थे...बाकी अन्य समाज के थे..ये जाति बतानी इसलिए आवश्य है क्योंकि आपने इस वीडियो में जातिवाद की बात करी है...आपको कैसे पता के उन मरे हुए सभी ठाकुर गुनेगार थे...श्रीराम और लालाराम का तुम्हारी फुलन पूरी जिंदगी कुच नहि कर शकी थी...हा में मानता हु कि फुलन के साथ शारीरिक शोषण हुआ था पर इसका मतलब ये नही निकलता की पूरे बहेमई गांव के ठाकुर बुरे है...और शेर सिंह राणा ने किया होता तो किसी और राणा ने किया होता..ये बात याद रखना..हम फुलन को queen नही एक जातिवादी डाकू मानते हैं...चंबल के डाकू कभी भी जातिवादी मानसिकता नही रखते... और रही बात श्रीराम और लालाराम तो वो गुज्जर के बाद सबसे लोकप्रिय डाकू थे इसलिए गैंग का मुखिया बनना उनकी चाहना थी.. फुलन को देवी लिखने वाले पहले बहेमई कांड में मारे गए 22 लोगो में कोन कौनसी जाति के लोग थे ये जानले...और फिर बात करे ठाकुर की.. चंबल हमेशा से ठाकुरों का रहा है और रहेगा...जिस घर से फुलन निकलेगी उस घर में घुसके मारेंगे...अगर सजा देनी थी तो श्रीराम और लालाराम को देनी चाहिए...आप पहले मध्यप्रदेश पोलिस का रिपोर्ट भी पढ़ लीजिए.. उसमे साफ कहा हे की बहेमई गांव में फुलन का 3 दिन तक श्रीराम और लालाराम ने बलात्कार किया... उसमे कही ऐसा नहीं कहा की दूसरे लोग भी थे...आप सिर्फ और सिर्फ फुलन की जीवनी किताब पर भरोसा करेंगे तो नही चलेगा...आप आइए कभी चंबल में...आपको असली फूलन से अवगत कराऊंगा.. और फुलन की मृत्य तभी तय हुई थी जब उसको श्रीराम और लालाराम ना मिलने पर बिचारे बेगुनाह बहेमई गांव के लोगो को शहीद करा था,2023-01-13T16:29:19Z,Ajaysinh Raol,0,0
"I have already watched 'Bandit Queen ' And was really shocked because I thought it was fictional but when I got know it was all real, very triggering, I couldn't bare watching it,
the scenes were so realistic.
Whenever I watch any kdrama or bollywood badass character, it encourages me to be bold but real cases of like 'Phoolan Devi', Junko , Ankita bhandari and many more just scare me",2023-01-13T16:27:28Z,Priyanka Kerketta,37,7
"I like ur videos bcz it's without faltu ka music, memes, faltu bakwas or faces. Just  only pure n real story. Appreciating 👍👍👍",2023-01-13T16:25:53Z,Priyanka Singhania,6,0
Don't know just keeep coming back for these addicting cases😩👀💀,2023-01-13T16:25:12Z,Neha Dograa,0,0
Jai Sher Singh Rana ji ki 🙏❤️,2023-01-13T16:24:47Z,Rajeev Rawat,7,0
Do a case study on veerappan plzzzz,2023-01-13T16:24:27Z,PIYUSH SHARMA,1,0
u litrealy explain cases very easily.people like us who enjoy documentries love ur youtubr channel....all the best,2023-01-13T16:23:56Z,Drishti Pandey,2,0
Phoolan devi the bandit queen movie is very good movie,2023-01-13T16:22:53Z,Mamta Prajapati,0,0
I am from morena.,2023-01-13T16:22:39Z,Ashu Singh sikarwar,0,0
Can you make a video on sher singh rana also...,2023-01-13T16:20:49Z,Kunal Darbar,1,0
This is a major reason to avoid child marriage.,2023-01-13T16:17:06Z,DaCreepBoy,1,0
"Decides to studyyy finally... YouTube notification drops on screen...
Me-ahh shit here we go again",2023-01-13T16:13:53Z,FBI,1,0
"Hey Shrinkhal, You are doing so much good work by showing and letting us know this type of stories and cases
Thanku so much for the informative videos 😊🙏",2023-01-13T16:13:10Z,Astika Singh,14,0
I have seen that movie..... The bandit Queen 👑,2023-01-13T16:12:51Z,A Struggling Researcher,0,0
I am still wake coz Just waiting for this,2023-01-13T16:09:57Z,surbhi,0,0
talk about SSR case....!?,2023-01-13T16:09:54Z,Meena Kumar,0,0
I am fucking addicted to your voice and vdoes🙃🙃,2023-01-13T16:09:07Z,messy me🖇🔥,1,0
I'd probably still be on her side .,2023-01-13T16:08:35Z,Jentaka Brahma,0,0
Pls make a video on Aarushi Talwar Case 🙏,2023-01-13T16:08:12Z,Pruthviraj Girase,1,0
Movie ka naam kia  jo phoolan devi p bni h,2023-01-13T16:01:41Z,Anonymous boy,0,0
Villains are not born they are created by injustice.,2023-01-13T16:00:32Z,Eldians,0,0
"My favourite 
 youtuber is here ♥️♥️",2023-01-13T15:58:30Z,ayushman PRADHAN,1,0
"No matter how bad the child is,  it is the responsibility of the parents to show them the right path and not to abandon them when they need them the most.",2023-01-13T15:53:31Z,Saleha Hafiz,1137,11
Best one 👍,2023-01-13T15:51:51Z,Rekha Kumari,1,0
I'm also curious about miryang gang rape case of South Korea... I've watched this case once but I'm not clear bout the whole story...can you make a video on this case......,2023-01-13T15:46:53Z,Ti Sha,0,0
When I found his first crime video I was surprise then I see all the cases in 2 days 😭❤️‍🩹,2023-01-13T15:44:06Z,APEX OP,0,0
"Jay sher singh rana 
Jay rajputana 🙏🏻",2023-01-13T15:28:59Z,SIDEARMS GAMEING,5,5
Mere bachpan me bhi mene ye story suni hai or ispe bani movie bhi cvo chenal par dekhi par tab itni samjh nhi thi ki sahi galat samjh sake par aaj aap se ye kahani sunn k pholan Devi k liye or respect badh gai hai. Thank you 😊,2023-01-13T15:28:55Z,sonu@darsh,0,0
I did saw the movie long time ago and it does show the incidents in as detail as possible: loved it,2023-01-13T15:28:29Z,mahima singh,5,0
Respect 🙏,2023-01-13T15:28:05Z,Aditya Gupta,0,0
Queen 👑,2023-01-13T15:24:55Z,Yuvraj Kamboj,2,0
uss time se phele bhi child rape hua hai bahuton ka... ek kahani mohammad ka hai😅,2023-01-13T15:22:49Z,nitish raj,1,0
I have seen that movie!,2023-01-13T15:15:41Z,Siya channel.,1,0
"Please next ""case of yeo in joon""",2023-01-13T15:15:35Z,Sabiha najnin Oishi,0,0
you havent done your research  well made video based on a single book which glorified a murdered thats it,2023-01-13T15:13:00Z,Anonymous,1,0
I saw that movie... And it really requires a lot of courage to see the movie. 😣,2023-01-13T15:12:11Z,oliva banerjee,1,0
best way is make discord server,2023-01-13T15:06:27Z,RAVI ABHISHEK,0,0
"It's so amusing that, indian authorities don't take actions against crime but the victim",2023-01-13T15:05:06Z,Reetu Poria,1,0
Sher Singh rana is real hero 🚩🚩🚩🚩jai rajputana,2023-01-13T15:04:33Z,ASton ss,12,1
The way you speak PUTTILAAL.. 👏😄,2023-01-13T15:04:26Z,Mehak Sharma,1,0
I have watched her movie. It's too emotional,2023-01-13T15:03:07Z,Gunjal Wasnik,3,0
those guys are more like sri ravan/lala ravan not even close to being shree ram,2023-01-13T15:03:06Z,arpit baka,0,0
Bro make a video on veerappan,2023-01-13T15:02:19Z,Typical Champion,0,0
Only for phulan Devi <3,2023-01-13T15:01:40Z,Gunjal Wasnik,2,0
This is a real story because this story is from our place and a lot is known about it. I belong to Chambal.,2023-01-13T14:56:07Z,Mr. Devil Banna,0,0
Can you talk about tunisha's case,2023-01-13T14:52:35Z,butterfly shruti♡,0,0
she was nothing but criminal,2023-01-13T14:49:47Z,arpit baka,1,0
But Sher Singh Rana also bought the remains of the last Hindu ruler Prithivi Raj Chauhan from Afghanistan,2023-01-13T14:49:19Z,21stCentury Chad,4,0
I'm not sure if the movie you were speaking about was Bandit Queen though,2023-01-13T14:47:45Z,Monica Rai,0,0
I saw that movie in 2k20 n tbh ruh kanp jayegi dekh ke even usme sab sahi nnhi but rape scene is worst thn our imagination,2023-01-13T14:43:37Z,M_I_S_A,1,0
Bro ur videos r best in India,2023-01-13T14:41:57Z,Kyojuro Rengoku,0,0
Yes I saw her movie but it's very very brutal  I can't imagine....,2023-01-13T14:40:34Z,Pratiksha Rai,2,0
Phoolan devi ka life mulayam singh yadav ne change ker diya thaa,2023-01-13T14:39:56Z,Rishi Yadav 033,0,0
❤,2023-01-13T14:37:05Z,Subha Bakshi,0,0
Wow she was really brave and fight for herself and for women its not easy for girl to fight for herself she strugle alot and she passed away sadly but from this story we learn lesson that dont fear and keep fighting if someone do bad dont stay quiet never give up and she did the same,2023-01-13T14:36:34Z,Maida Tariq,14,1
My only question is what happened with ''Sri Ram'' and ''Lala Ram''?....... Were they killed or they escaped...🤔,2023-01-13T14:35:16Z,€vil•$layer,1,0
This attitude (Phoolan Devi) is very important for all girls who suffer bcz of man ... Jab law insaf nahi krega to ek aurat ko hi strong hona jruri h,2023-01-13T14:34:28Z,Nadira,35,3
I was tooooo late .....,2023-01-13T14:33:17Z,R.G gamer,1,0
YOU LOOK LIKE SRK SON,2023-01-13T14:31:19Z,Himanshu Sharma,0,0
Your voice ❤️❤️🫶,2023-01-13T14:30:51Z,Monika Chandel,0,0
